"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",54.15479,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",48.03541,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",48.35128,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",33.76455,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",34.7551,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",35.18617,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",33.2471,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",38.52522,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",42.25431,"
"NOR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",42.79891,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",45.01677,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",43.72948,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",53.27235,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",55.50672,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",53.10462,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",54.69091,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",54.42035,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",51.06319,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",53.35693,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",56.73477,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",61.05294,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",61.21319,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",64.38701,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",64.98855,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",70.53289,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",69.84199,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",72.48204,"
"POL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",68.15943,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",62.01825,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",63.45905,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",66.81219,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",70.61915,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",76.65156,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",79.97653,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",79.40868,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",78.10067,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",82.76154,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",96.11205,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",104.0708,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",107.8454,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",137.1043,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",141.4286,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",151.4001,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",149.1519,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",145.3244,"
"PRT,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",145.3845,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",57.8646,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",56.57265,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",49.35629,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",47.50673,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",45.11853,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",38.37193,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",36.21275,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",34.79276,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",33.79035,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",42.46273,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",47.38543,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",49.95049,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",58.30268,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",61.15774,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",60.43003,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",59.67639,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",59.76851,"
"SVK,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",58.23939,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",65.16534,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",60.56855,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",59.25278,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",54.41895,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",52.51329,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",49.98066,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",45.68213,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",41.80709,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",47.20715,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",61.80851,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",66.5645,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",77.68712,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",92.52627,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",105.7336,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",118.4061,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",116.3134,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",116.5159,"
"ESP,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",114.6604,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",63.03971,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",64.61673,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",64.74509,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",63.75093,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",63.25794,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",64.14876,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",58.04365,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",52.54195,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",51.36904,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",55.21519,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",52.5898,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",53.28085,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",54.39933,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",57.15312,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",63.4042,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",61.56124,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",60.33341,"
"SWE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",57.94764,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",54.52964,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",53.63362,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",59.83292,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",59.06301,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",59.78077,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",56.92749,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",50.53462,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",45.61077,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",45.94083,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",44.2081,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",42.62467,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",43.02589,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",43.81255,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",43.07865,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",43.14269,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",43.18247,"
"CHE,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",42.46273,"
"TUR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",49.22374,"
"TUR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",43.92955,"
"TUR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",41.24887,"
"TUR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",34.54354,"
"TUR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",33.40381,"
"TUR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",32.77108,"
"TUR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",34.5914,"
"TUR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",35.16553,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",44.90339,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",42.47589,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",45.4344,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",45.00502,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",48.46213,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",48.75006,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",47.83198,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",49.66492,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",62.26696,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",75.45988,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",86.56003,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",100.3075,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",104.1123,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",99.9242,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",109.9197,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",109.4453,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",119.3808,"
"GBR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",116.9095,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",72.12884,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",74.78979,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",80.40752,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",81.8537,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",88.83294,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",88.5644,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",85.92424,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",86.34559,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",102.3392,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",115.7761,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",125.8492,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",130.9783,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",132.6898,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",136.276,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",135.5952,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",136.5977,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",138.5057,"
"USA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",135.6614,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",23.90446,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",20.58291,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",16.29696,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",13.14838,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",11.26212,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",12.42872,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",13.31057,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",15.27023,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",17.85426,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",18.3667,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",18.98874,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",22.38552,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",24.40863,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",28.08035,"
"CHL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",29.64827,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",6.798178,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",6.663927,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",7.585697,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",8.390291,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",8.626181,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",8.159082,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",8.005647,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",7.247145,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",8.406958,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",12.74365,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",11.93488,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",9.538247,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",13.15369,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",13.62277,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",13.85112,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",12.75324,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",12.73184,"
"EST,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",12.55383,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",91.20914,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",94.91891,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",100.1441,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",98.01836,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",95.40679,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",85.14686,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",80.06611,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",80.57046,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",83.85416,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",80.01743,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",78.18702,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",78.94533,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",76.48014,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",77.48425,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",77.58663,"
"ISR,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",75.2401,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",37.07549,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",37.12624,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",37.77333,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",36.7001,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",37.06541,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",35.23845,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",34.97343,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",30.06322,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",29.68813,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",43.7342,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",47.83955,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",51.41437,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",61.6946,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",78.8428,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",99.27721,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",102.3621,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",97.1816,"
"SVN,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",88.24562,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",65.42534,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",59.04258,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",49.49321,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",54.34694,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",49.33704,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",93.71751,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",106.8028,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",110.8666,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",118.0924,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",115.8757,"
"ISL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",107.56,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",14.49574,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",15.87107,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",15.8508,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",16.84349,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",17.67247,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",14.63095,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",14.56771,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",12.81033,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",22.89762,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",41.61569,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",53.1556,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",47.50909,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",45.71587,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",43.43017,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",45.83761,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",41.0562,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",49.09,"
"LVA,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",47.34944,"
"COL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",69.01768,"
"COL,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",73.78906,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2000"",34.43554,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2001"",33.49996,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2002"",31.97919,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2003"",28.55857,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2004"",27.26694,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2005"",24.89683,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2006"",21.95204,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2007"",19.38458,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2008"",17.11739,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2009"",34.13206,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2010"",45.4694,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2011"",45.72603,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2012"",51.25673,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2013"",48.0004,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2014"",52.57693,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2015"",53.95063,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2016"",51.7319,"
"LTU,""GGDEBT"",""TOT"",""PC_GDP"",""A"",""2017"",47.77377,"
